,Unnamed: 0.1,Unnamed: 0,train/loss,train/acc1,train/acc5,val/loss,val/acc1,val/acc5,test/loss,test/acc1,test/acc5,pathnorm1,pathnorm2,pathnorm4,pathnorm8,pathnorm16,margin0_train,margin1/3_train,margin1/2_train,margin2/3_train,margin1_train,epoch,epoch time,batch_size,weight_decay,lr,memory,seed,imp_iter
480,480,480,1.390236942654928,67.29103088378906,86.2226791381836,1.2287976929819222,69.67700958251953,88.92285919189453,1.3446960805892945,67.13399505615234,87.44200134277344,5.474871892566109e+26,20.175639249840565,4.412942999075937e-06,3.155360305688573e-13,7.225203427282793e-27,-0.4345,-0.3605,-0.3161,-0.2666,0.0125,51,376.2501192092896,1024.0,0.0001,0.01,12587.0,,5
481,481,481,1.392012906367977,67.24342346191406,86.21553802490234,1.2271698645642275,69.62213897705078,88.71118927001953,1.3429925619506835,67.13800048828125,87.63999938964844,5.673667288360136e+26,20.601391850685587,4.592887227433456e-06,3.221286802593597e-13,7.378462455323727e-27,-0.4768,-0.4016,-0.3615,-0.3151,0.046,52,373.16718220710754,1024.0,0.0001,0.01,12587.0,,5
482,482,482,1.392607004216004,67.23208618164062,86.18226623535156,1.232012157793066,69.62997436523438,88.76606750488281,1.342583530921936,67.25199890136719,87.56399536132812,5.710520931540356e+26,20.73244554169324,4.741069737542126e-06,3.306463969299032e-13,7.546621097350455e-27,-0.4323,-0.3639,-0.3335,-0.2894,0.0109,53,374.8689885139465,1024.0,0.0001,0.01,12587.0,,5
483,483,483,1.3917829495163312,67.2315673828125,86.23552703857422,1.2396378092124345,69.00282287597656,88.6719970703125,1.3562080856323242,66.87200164794922,87.4219970703125,5.854414389752445e+26,20.98939981265944,4.77623348376968e-06,3.374411348213941e-13,7.709610458560975e-27,-0.4225,-0.3671,-0.3349,-0.3032,0.0276,54,370.6946079730988,1024.0,0.0001,0.01,12587.0,,5
484,484,484,1.3918140384379911,67.24120330810547,86.21226501464844,1.239521270786643,69.59861755371094,88.72686767578125,1.34684627784729,67.04399871826172,87.5,6.0853945578016366e+26,21.872837611607142,4.992483404901886e-06,3.4522234348220306e-13,7.861235203166982e-27,-0.6012,-0.5219,-0.4841,-0.4382,0.0925,55,376.3405175209045,1024.0,0.0001,0.01,12587.0,,5
485,485,485,1.389520025939016,67.25135803222656,86.24700927734375,1.2378381942274728,69.61429595947266,88.59359741210938,1.3444883792114255,66.97599792480469,87.447998046875,6.306379542041929e+26,22.470645826690053,5.149008103051862e-06,3.514513750245904e-13,8.015154687984413e-27,-0.4119,-0.3424,-0.3038,-0.2641,0.0265,56,372.6289224624634,1024.0,0.0001,0.01,12587.0,,5
486,486,486,1.3896050559914266,67.23665618896484,86.22913360595703,1.2512500514128844,69.1831283569336,88.3897705078125,1.3709311214065552,66.64599609375,87.23799896240234,6.246049834483743e+26,22.149329360650512,5.232245569736811e-06,3.5841952911203744e-13,8.12583904586263e-27,-0.4356,-0.3695,-0.3333,-0.292,0.0012,57,371.0453708171845,1024.0,0.0001,0.01,12587.0,,5
487,487,487,1.3909739908941583,67.2563705444336,86.23646545410156,1.236759417630468,69.36343383789062,88.86798095703125,1.342786820526123,67.0999984741211,87.58799743652344,6.286535272637195e+26,22.3727877869898,5.3268300536427685e-06,3.650382582431326e-13,8.285370099367615e-27,-0.4496,-0.3627,-0.3274,-0.281,0.0124,58,372.0794620513916,1024.0,0.0001,0.01,12587.0,,5
488,488,488,1.390944301829482,67.2929916381836,86.24410247802734,1.2330220861844636,69.54373931884766,88.71903228759766,1.3523303412628174,66.86399841308594,87.4939956665039,6.474537109538814e+26,23.027366171077805,5.50773080155707e-06,3.704818086729365e-13,8.377693229965033e-27,-0.4377,-0.3677,-0.3281,-0.2819,0.0129,59,409.0489251613617,1024.0,0.0001,0.01,12587.0,,5
489,489,489,1.3918142921575003,67.1947021484375,86.21366882324219,1.2497640576397,68.87738800048828,88.6014404296875,1.3594520161056518,66.55999755859375,87.36599731445312,6.477428083270045e+26,23.029725366709183,5.555726500821803e-06,3.772445789266325e-13,8.517385457695256e-27,-0.4319,-0.3632,-0.3233,-0.2812,0.0127,60,383.1212501525879,1024.0,0.0001,0.001,12587.0,,5
490,490,490,1.340959974826858,68.44927978515625,86.8471450805664,1.171428342118238,70.80589294433594,89.51081848144531,1.2854565713119508,68.29199981689453,88.31399536132812,4.680001690429964e+26,16.969053930165817,5.612575072297989e-06,3.7801417508930144e-13,8.551470712976151e-27,-0.5022,-0.4137,-0.3768,-0.3316,0.0219,61,373.2900533676148,1024.0,0.0001,0.001,12587.0,,5
491,491,491,1.316681990435049,69.0312271118164,87.18877410888672,1.1687037845359174,70.82941436767578,89.47161865234375,1.282002502822876,68.33200073242188,88.3479995727539,5.253036513424018e+26,18.610416334502556,5.67024337292824e-06,3.791505092657669e-13,8.56798345462425e-27,-0.5082,-0.4155,-0.3713,-0.3206,0.0341,62,375.0868763923645,1024.0,0.0001,0.001,12587.0,,5
492,492,492,1.308931254622432,69.14925384521484,87.29541778564453,1.166423352731362,70.86860656738281,89.4245834350586,1.2782300058364868,68.39199829101562,88.38599395751953,5.6130033257993344e+26,19.677782954001916,5.714079124056987e-06,3.8014873445860404e-13,8.586866965041615e-27,-0.5107,-0.4327,-0.3914,-0.3437,0.0233,63,374.80827593803406,1024.0,0.0001,0.001,12587.0,,5
493,493,493,1.3056986812843132,69.24948120117188,87.33879089355469,1.1616821794832863,71.04107666015625,89.61272430419922,1.277784239883423,68.47999572753906,88.4000015258789,5.824971910471279e+26,20.28928795639349,5.735386509120342e-06,3.811748187337257e-13,8.603902650944173e-27,-0.4765,-0.3964,-0.3602,-0.3131,0.0365,64,374.3659074306488,1024.0,0.0001,0.001,12587.0,,5
494,494,494,1.3025658317947637,69.30230712890625,87.37088775634766,1.1642637844929018,70.83724975585938,89.58136749267578,1.2768175291442871,68.58799743652344,88.47000122070312,5.955394818290983e+26,20.552099111128825,5.748835032231993e-06,3.820838860748982e-13,8.625020078726672e-27,-0.5003,-0.4142,-0.377,-0.322,0.0339,65,372.6190695762634,1024.0,0.0001,0.001,12587.0,,5
495,495,495,1.3021206185426732,69.33634185791016,87.39801788330078,1.1633400092419504,71.05675506591797,89.71463775634766,1.2770543284225464,68.54000091552734,88.45600128173828,6.043669867381313e+26,20.746585768096303,5.781261957142948e-06,3.830194942452503e-13,8.648106315598653e-27,-0.5147,-0.4213,-0.3866,-0.341,0.0465,66,373.32333111763,1024.0,0.0001,0.001,12587.0,,5
496,496,496,1.298315847514861,69.39270782470703,87.46360778808594,1.1618158167976316,71.0175552368164,89.64408874511719,1.2741171434783936,68.48799896240234,88.51399993896484,6.0959678625698055e+26,20.806488659917093,5.790488216490708e-06,3.840181149140188e-13,8.66479954243192e-27,-0.4895,-0.3948,-0.35,-0.2966,0.0242,67,372.1348023414612,1024.0,0.0001,0.001,12587.0,,5
497,497,497,1.298352546140856,69.41800689697266,87.46216583251953,1.163012867625809,70.88428497314453,89.5892105102539,1.2753000199508666,68.59199523925781,88.5459976196289,6.280223534684935e+26,21.34013522401148,5.826380498270515e-06,3.849738044733362e-13,8.68686699662865e-27,-0.4926,-0.4059,-0.3631,-0.3239,0.0243,68,375.0751376152039,1024.0,0.0001,0.001,12587.0,,5
498,498,498,1.29789937167875,69.43507385253906,87.44046020507812,1.1640469706069716,70.8450927734375,89.64408874511719,1.2769017900085449,68.48799896240234,88.44999694824219,6.370207490146253e+26,21.625493263711736,5.831747241737147e-06,3.860012070015629e-13,8.706107510708989e-27,-0.5625,-0.4749,-0.4261,-0.3781,0.0171,69,374.0113258361816,1024.0,0.0001,0.001,12587.0,,5
499,499,499,1.298215578405813,69.39816284179688,87.40442657470703,1.16024654238304,70.97836303710938,89.6676025390625,1.272674198379517,68.55799865722656,88.48999786376953,6.334022356971264e+26,21.42610511001276,5.880758229768719e-06,3.868316185741401e-13,8.721532052302923e-27,-0.5072,-0.4171,-0.3764,-0.3275,0.0043,70,377.5830285549164,1024.0,0.0001,0.001,12587.0,,5
500,500,500,1.2967390756938606,69.47586059570312,87.4267807006836,1.1637709180401874,71.09595489501953,89.65192413330078,1.2746179644012452,68.61000061035156,88.46199798583984,6.44972254941086e+26,21.69028519610969,5.886086975901263e-06,3.878719839245654e-13,8.743913537499494e-27,-0.5134,-0.4344,-0.3951,-0.347,0.0142,71,374.3462009429932,1024.0,0.0001,0.001,12587.0,,5
501,501,501,1.2953340854663205,69.46574401855469,87.48163604736328,1.1630106839912369,70.95484161376953,89.65192413330078,1.273572978401184,68.56399536132812,88.48999786376953,6.48210175034856e+26,21.742760483099488,5.898505517943561e-06,3.88847710931078e-13,8.762808948038956e-27,-0.5477,-0.4619,-0.424,-0.3737,0.0028,72,374.0090460777282,1024.0,0.0001,0.001,12587.0,,5
502,502,502,1.2934370557163797,69.48299407958984,87.48771667480469,1.16130452953786,70.91564178466797,89.62056732177734,1.2744479346466064,68.5979995727539,88.49800109863281,6.647778599702412e+26,22.242528798628825,5.929177472650757e-06,3.8980625670545617e-13,8.785905762797251e-27,-0.5324,-0.4455,-0.4056,-0.3532,0.0308,73,371.76091718673706,1024.0,0.0001,0.001,12587.0,,5
503,503,503,1.293801949361959,69.46300506591797,87.48974609375,1.1605217752504513,71.0175552368164,89.72248077392578,1.2730633652496337,68.54000091552734,88.43999481201172,6.584155779392188e+26,22.03480996890944,5.943516146642318e-06,3.9068922263515074e-13,8.800161447953911e-27,-0.5553,-0.4686,-0.4207,-0.3632,0.0392,74,374.249936580658,1024.0,0.0001,0.001,12587.0,,5
504,504,504,1.2915330745564564,69.51004791259766,87.53675079345703,1.1615303967880508,70.86860656738281,89.60488891601562,1.2738358977508546,68.63199615478516,88.55199432373047,6.708390911379807e+26,22.364018654336736,5.953200400523622e-06,3.917009818931986e-13,8.82659426360728e-27,-0.4937,-0.4142,-0.3662,-0.3147,0.0101,75,375.2155632972717,1024.0,0.0001,0.001,12587.0,,5
505,505,505,1.2918704173315012,69.5304183959961,87.5111312866211,1.160674014036167,70.91564178466797,89.73031616210938,1.2724861124801636,68.70600128173828,88.55999755859375,6.745259311955286e+26,22.475845025510203,5.989477215324403e-06,3.926402372304743e-13,8.843471942333081e-27,-0.5122,-0.4314,-0.3883,-0.3419,0.0314,76,375.3569793701172,1024.0,0.0001,0.001,12587.0,,5
506,506,506,1.2907995687042648,69.5727310180664,87.52385711669922,1.1602924024098045,70.9234848022461,89.68328094482422,1.2723608627319336,68.65999603271484,88.49800109863281,6.800879934686335e+26,22.5784986846301,5.980508324586201e-06,3.93497145690461e-13,8.853815792908653e-27,-0.5566,-0.4687,-0.4305,-0.3851,0.0333,77,398.1126055717468,1024.0,0.0001,0.001,12587.0,,5
507,507,507,1.290207122536432,69.51879119873047,87.55181121826172,1.161411677830344,71.03323364257812,89.72248077392578,1.2735820254135133,68.6780014038086,88.56800079345703,6.900755772189739e+26,22.877012914540817,6.019404928914589e-06,3.9453250167908765e-13,8.88575373726858e-27,-0.5203,-0.4316,-0.3892,-0.3283,0.0059,78,424.5391161441803,1024.0,0.0001,0.001,12587.0,,5
508,508,508,1.290126779421628,69.54319763183594,87.5278549194336,1.1624671226760444,70.98619842529297,89.62841033935547,1.2729134843444825,68.58200073242188,88.48199462890625,6.803385002531545e+26,22.58334661989796,6.0318285372681e-06,3.95450357374293e-13,8.910777049571113e-27,-0.5615,-0.47,-0.4279,-0.3784,0.0062,79,378.50953793525696,1024.0,0.0001,0.001,12587.0,,5
509,509,509,1.290067075344818,69.56224822998047,87.54281616210938,1.1621229765593877,71.11163330078125,89.68328094482422,1.2727142989730835,68.65999603271484,88.47200012207031,6.888810398597368e+26,22.753191266741077,6.0542185930374105e-06,3.9637897880318873e-13,8.92456466325855e-27,-0.5467,-0.4619,-0.4212,-0.3698,0.032,80,379.301620721817,1024.0,0.0001,0.0001,12587.0,,5
510,510,510,1.2845440839787332,69.69546508789062,87.61353302001953,1.15798469616276,71.09595489501953,89.67544555664062,1.2689792866134644,68.64799499511719,88.58599853515625,6.65032056103577e+26,22.026763293207907,6.047209351475922e-06,3.964410245826616e-13,8.92535271578866e-27,-0.5734,-0.4845,-0.438,-0.3871,0.0233,81,375.8749036788941,1024.0,0.0001,0.0001,12587.0,,5
511,511,511,1.281871602897348,69.77237701416016,87.6423110961914,1.158435685240613,71.02539825439453,89.63624572753906,1.2690412742996215,68.62200164794922,88.52999877929688,6.670966894872828e+26,22.114992725605862,6.049822554798955e-06,3.96531940105133e-13,8.926530827876455e-27,-0.5693,-0.4789,-0.4312,-0.3805,0.0271,82,381.9582402706146,1024.0,0.0001,0.0001,12587.0,,5
512,512,512,1.2785243896412914,69.83920288085938,87.69346618652344,1.1577603669329548,71.03323364257812,89.67544555664062,1.2683854859924315,68.68799591064453,88.53799438476562,6.770120357878306e+26,22.396990094866077,6.04831431395121e-06,3.966356866244924e-13,8.929226205531869e-27,-0.5594,-0.4662,-0.4205,-0.3685,0.0186,83,379.1284990310669,1024.0,0.0001,0.0001,12587.0,,5
513,513,513,1.279607892188033,69.79008483886719,87.6364517211914,1.157683514509503,71.03323364257812,89.7381591796875,1.2679743721389771,68.63199615478516,88.60399627685547,6.78248926871461e+26,22.455845424107142,6.050540451097663e-06,3.9672664608873393e-13,8.930744793335276e-27,-0.5493,-0.4598,-0.4131,-0.3607,0.017,84,378.6689147949219,1024.0,0.0001,0.0001,12587.0,,5
514,514,514,1.2789795002918003,69.765380859375,87.67292785644531,1.1571116126716303,71.03323364257812,89.69895935058594,1.268620930480957,68.64799499511719,88.55400085449219,6.791030111220737e+26,22.403987962372447,6.0612931900135305e-06,3.968274485094922e-13,8.932660051875315e-27,-0.5558,-0.4646,-0.4228,-0.3657,0.0117,85,373.2564551830292,1024.0,0.0001,0.0001,12587.0,,5
515,515,515,1.2802821139959215,69.78824615478516,87.65367889404297,1.1578202445367245,70.97052001953125,89.68328094482422,1.2680254716110229,68.62999725341797,88.53599548339844,6.902843943618883e+26,22.778385084502556,6.058802084790702e-06,3.9691291525246317e-13,8.934583243830087e-27,-0.5238,-0.4363,-0.3962,-0.3425,0.0081,86,378.2647089958191,1024.0,0.0001,0.0001,12587.0,,5
516,516,516,1.2798832128068305,69.81227111816406,87.69499206542969,1.156525512779346,71.06459045410156,89.7459945678711,1.2673977619171142,68.67399597167969,88.57599639892578,6.802086351748756e+26,22.41789650430485,6.060987184816339e-06,3.970144646833143e-13,8.93658973663955e-27,-0.5338,-0.4476,-0.4048,-0.351,0.0024,87,375.7951397895813,1024.0,0.0001,0.0001,12587.0,,5
517,517,517,1.2792353015512774,69.82168579101562,87.68287658691406,1.1562919225689758,71.0175552368164,89.76168060302734,1.2674484783172608,68.61799621582031,88.54399871826172,6.838723061218669e+26,22.541461555325256,6.064105499367186e-06,3.971113123447578e-13,8.938967116587766e-27,-0.5212,-0.4326,-0.3894,-0.337,0.0032,88,375.93469738960266,1024.0,0.0001,0.0001,12587.0,,5
518,518,518,1.2800729331128382,69.7791519165039,87.6646957397461,1.1559042105969308,71.05675506591797,89.69895935058594,1.2672013580322266,68.6500015258789,88.59600067138672,6.899161973501771e+26,22.727045798788264,6.064480913027978e-06,3.9721694836023445e-13,8.941107816329791e-27,-0.5207,-0.4316,-0.3873,-0.337,0.0009,89,376.2373583316803,1024.0,0.0001,0.0001,12587.0,,5
519,519,519,1.2800139600702245,69.82151794433594,87.66146850585938,1.1566132253597208,70.94700622558594,89.65192413330078,1.2680422736358643,68.63800048828125,88.56399536132812,6.866727432331849e+26,22.63945661272321,6.067514620181588e-06,3.9731432332291996e-13,8.942917957124619e-27,-0.5184,-0.4294,-0.3846,-0.3328,0.0126,90,372.30487036705017,1024.0,0.0001,0.0001,12587.0,,5
520,520,520,6.919574891636494,0.101465530693531,0.507327675819397,,,,6.919778034515381,0.0999999940395355,0.5,6.866727432331849e+26,22.63945661272321,6.067514620181588e-06,3.9731432332291996e-13,8.942917957124619e-27,-0.0126,0.0126,0.0126,0.0126,0.0126,90,,,,,,,5
521,521,521,3.144674566076437,34.14177322387695,58.71467208862305,2.4651772913868504,43.8538703918457,70.28849029541016,2.5939238410186767,41.84600067138672,68.38399505615234,2.0096246164173137e+24,9.066680285395408,1.3197673578045654e-06,1.3232556557728577e-13,3.155828088112789e-27,-0.2551,-0.2314,-0.2144,-0.1939,0.0458,6,371.65977787971497,1024.0,0.0001,0.1,12587.0,,6
522,522,522,2.488318594346026,45.19977951049805,70.00531005859375,2.066602871462109,52.2734375,77.10881042480469,2.180479129486084,49.47200012207031,75.2239990234375,6.365432965494515e+24,13.204248545121173,1.2648690628293509e-06,1.1970255607275426e-13,3.0791331234207764e-27,-0.6166,-0.558,-0.519,-0.4722,0.3366,7,370.40164279937744,1024.0,0.0001,0.1,12587.0,,6
523,523,523,2.2088206718058645,50.34748077392578,74.50852966308594,1.8885682151772905,55.41705703735352,79.68798828125,2.011580804061889,52.90599822998047,77.9739990234375,1.5806067295284928e+25,17.59417101801658,1.2188808893822828e-06,1.1549747147872191e-13,2.863983213137885e-27,-0.5693,-0.5231,-0.496,-0.4624,0.5133,8,374.3795430660248,1024.0,0.0001,0.1,12587.0,,6
524,524,524,2.057584617887746,53.24236297607422,76.86747741699219,1.866091684063014,55.84038543701172,80.10347747802734,1.9816311597442624,53.68399810791016,78.42399597167969,2.9085267305551e+25,21.35949956154337,1.72880663274062e-06,1.1426802469127672e-13,2.784352554435852e-27,-0.8089,-0.7211,-0.6643,-0.5966,0.5275,9,374.4309041500092,1024.0,0.0001,0.1,12587.0,,6
525,525,525,1.9748316947285025,54.92002868652344,78.0750503540039,1.7582016870795316,57.54938507080078,82.14957427978516,1.861468803482056,56.06999969482422,80.2439956665039,4.577761072570031e+25,24.840429189253825,1.9709839081301965e-06,1.111925072411044e-13,2.863162765830949e-27,-0.367,-0.3128,-0.2844,-0.2504,0.2436,10,371.3907709121704,1024.0,0.0001,0.1,12587.0,,6
526,526,526,1.9221611552299096,55.89019775390625,78.82334899902344,1.731731834102103,58.86641311645508,82.47099304199219,1.8363021509552,56.257999420166016,80.80599975585938,6.154681450879693e+25,27.621686662946427,2.130852751653284e-06,1.1721859371798505e-13,3.638646783649706e-27,-0.6564,-0.568,-0.5197,-0.4582,0.1528,11,373.0372059345245,1024.0,0.0001,0.1,12587.0,,6
527,527,527,1.8900246986390232,56.59312438964844,79.30491638183594,1.6772440312311694,59.932579040527344,83.17654418945312,1.798793369064331,57.54399871826172,81.11000061035156,7.6222509138262115e+25,30.399700554049744,1.8015264373499272e-06,1.4793630786064262e-13,3.8451763777076915e-27,-0.7877,-0.6739,-0.6088,-0.5324,0.3103,12,370.9886832237244,1024.0,0.0001,0.1,12587.0,,6
528,528,528,1.866382092187544,57.08388137817383,79.64360046386719,1.6678639892202516,59.8698616027832,82.88648223876953,1.7788790453720094,58.007999420166016,81.5979995727539,8.922780497499271e+25,31.808872767857142,2.0735441591190686e-06,1.5330091690034505e-13,4.037515737280561e-27,-0.6029,-0.5153,-0.4686,-0.4095,0.1776,13,372.2848742008209,1024.0,0.0001,0.1,12587.0,,6
529,529,529,1.8559660327716856,57.2800178527832,79.84557342529297,1.6494938988938306,60.34022903442383,83.30197143554688,1.7643498952484131,57.84799957275391,81.75399780273438,9.954712574738268e+25,33.563389369419646,1.6432556350408146e-06,1.3602762675735505e-13,3.725530566771059e-27,-1.1265,-0.9756,-0.8923,-0.7925,0.3378,14,375.4992842674256,1024.0,0.0001,0.1,12587.0,,6
530,530,530,1.8420345397932711,57.52933120727539,80.02843475341797,1.6655842245989512,59.76010894775391,83.0903091430664,1.7666821922302247,57.88999938964844,81.593994140625,1.1030166055270368e+26,34.709696867028065,2.276372915220167e-06,1.4193201650176377e-13,3.864403008312243e-27,-0.9485,-0.8069,-0.7204,-0.6058,0.2062,15,373.7435157299042,1024.0,0.0001,0.1,12587.0,,6
531,531,531,1.832518977092322,57.79495620727539,80.1500473022461,1.6360596955177664,60.88899230957031,83.56067657470703,1.750342561187744,58.6359977722168,82.02799987792969,1.15505450162409e+26,35.61004264987245,2.383424577756056e-06,1.786004899417966e-13,4.63213707161405e-27,-0.8468,-0.7323,-0.6643,-0.584,0.2122,16,376.20865058898926,1024.0,0.0001,0.1,12587.0,,6
532,532,532,1.8301180424283137,57.79299545288086,80.17730712890625,1.6515020296542986,60.39510726928711,83.3176498413086,1.7699569212341308,58.23600006103516,81.63999938964844,1.2337003503079431e+26,37.12010722257653,2.027827793268512e-06,1.5766944290850612e-13,4.526103347563895e-27,-0.6794,-0.5893,-0.5395,-0.4809,0.2605,17,372.3192241191864,1024.0,0.0001,0.1,12587.0,,6
533,533,533,1.8244416231082807,57.942291259765625,80.25645446777344,1.7197193872147347,59.321102142333984,82.08686065673828,1.852942181739807,56.073997497558594,80.42599487304688,1.2183208386050898e+26,36.13377909757653,2.036073468081233e-06,1.8858085237405072e-13,4.9299825831573565e-27,-1.2304,-1.0932,-1.0071,-0.9019,0.2927,18,371.2280128002167,1024.0,0.0001,0.1,12587.0,,6
534,534,534,1.8217588039369657,57.98178482055664,80.29600524902344,1.7572941078441424,58.05110931396485,81.8124771118164,1.862962463912964,56.01799774169922,80.29399871826172,1.2813243094830393e+26,37.8162692323023,2.1929816859899405e-06,1.6194825080743282e-13,3.9240351812680304e-27,-1.1589,-1.0176,-0.9342,-0.8137,0.2383,19,374.5440545082092,1024.0,0.0001,0.1,12587.0,,6
535,535,535,1.821277743758165,58.02109146118164,80.31175994873047,1.6269399730641103,60.92818832397461,83.51363372802734,1.7488895681381225,58.38999938964844,81.87200164794922,1.286362023055849e+26,38.05142398756377,2.328469033464149e-06,1.836909572628825e-13,4.498012448231404e-27,-0.8893,-0.771,-0.7024,-0.6176,0.2734,20,371.5083017349243,1024.0,0.0001,0.1,12587.0,,6
536,536,536,1.8155239337545,58.11482620239258,80.3956527709961,1.647724603103896,60.35590744018555,83.41172790527344,1.7828200405120849,57.82600021362305,81.45600128173828,1.3200069473381676e+26,38.74058314732143,2.2083655399844894e-06,1.875539332052958e-13,4.723461253073053e-27,-0.6605,-0.5825,-0.5392,-0.4847,0.3657,21,372.2164270877838,1024.0,0.0001,0.1,12587.0,,6
537,537,537,1.8152881374951872,58.14033508300781,80.39875793457031,1.6766494712922295,60.25399398803711,82.80024719238281,1.8068799379730225,57.57799911499024,81.4020004272461,1.4008545071609384e+26,40.776942661830354,2.3738337973166088e-06,1.679391838681814e-13,4.041166099734416e-27,-0.6849,-0.6076,-0.5604,-0.5016,0.2337,22,370.9215650558472,1024.0,0.0001,0.1,12587.0,,6
538,538,538,1.8136755023749505,58.18893814086914,80.43512725830078,1.606318700421974,61.2260856628418,84.04672241210938,1.7255092141723634,58.887996673583984,82.50599670410156,1.3891334459765031e+26,40.13318867586097,2.446065716156223e-06,1.8199801268373762e-13,4.4792142220224105e-27,-1.8928,-1.7044,-1.6015,-1.4762,0.8027,23,370.6453478336334,1024.0,0.0001,0.1,12587.0,,6
539,539,539,1.8137082606132164,58.10250854492188,80.44205474853516,1.686079944215549,59.501407623291016,83.05895233154297,1.7881060147094727,57.54399871826172,81.44599914550781,1.377886835049644e+26,39.71145318478954,1.986663254726173e-06,1.8544103712868452e-13,4.645553137044842e-27,-0.7501,-0.6544,-0.6001,-0.5342,0.1675,24,372.3559508323669,1024.0,0.0001,0.1,12587.0,,6
540,540,540,1.814345249626713,58.12808609008789,80.40558624267578,1.6327067142596026,60.61460876464844,83.68610382080078,1.7544084659576415,58.36199951171875,81.95399475097656,1.3495863014603607e+26,38.82318738042092,2.3105958474556942e-06,1.7787978998387873e-13,4.4525463789575895e-27,-0.954,-0.8175,-0.7426,-0.6507,0.3755,25,373.0627737045288,1024.0,0.0001,0.1,12587.0,,6
541,541,541,1.8104890290250164,58.14638900756836,80.46951293945312,1.6170222694577,61.32799911499024,83.64691162109375,1.7309996875,58.74799728393555,82.4020004272461,1.4448818124102628e+26,41.35650261080995,2.423766094042042e-06,1.964160215286221e-13,4.98685657225776e-27,-0.9159,-0.7989,-0.7375,-0.6574,0.1506,26,370.7293837070465,1024.0,0.0001,0.1,12587.0,,6
542,542,542,1.810426571565688,58.20103454589844,80.45939636230469,1.594064711216065,61.32799911499024,84.17999267578125,1.7026880697631837,59.157997131347656,82.63600158691406,1.3806788419989204e+26,39.87793217873087,2.4558355906970065e-06,1.7429865655530346e-13,4.455657599768571e-27,-1.2164,-1.0845,-1.0035,-0.9042,0.3569,27,372.0811266899109,1024.0,0.0001,0.1,12587.0,,6
543,543,543,1.812474214447345,58.15743255615234,80.4573974609375,1.6803008086556512,59.61899948120117,82.86296081542969,1.7907185348129273,57.57799911499024,81.4000015258789,1.4341581666778932e+26,41.60762615593112,2.598234399926316e-06,1.6941584705457445e-13,4.4028389078323365e-27,-1.1392,-1.0171,-0.9501,-0.8674,0.3295,28,371.214412689209,1024.0,0.0001,0.1,12587.0,,6
544,544,544,1.8109980648839288,58.250606536865234,80.43233489990234,1.6449022055345106,60.59109115600586,83.27845764160156,1.7553486405944825,58.12199783325195,81.91799926757812,1.4091812752020905e+26,40.88413285235969,2.2804958792843075e-06,1.8956365400555998e-13,5.075120108424696e-27,-0.9791,-0.8615,-0.7991,-0.7222,0.53,29,371.8463551998138,1024.0,0.0001,0.1,12587.0,,6
545,545,545,1.8111842950939137,58.181732177734375,80.45240020751953,1.6574525134097673,60.55973434448242,83.27061462402344,1.7628779751968384,57.97799682617188,81.83599853515625,1.411836960712662e+26,41.71759656010842,2.248462353438947e-06,1.9200745358239832e-13,4.770938442981589e-27,-1.1191,-0.9739,-0.8838,-0.7752,0.3255,30,373.4889931678772,1024.0,0.0001,0.01,12587.0,,6
546,546,546,1.6723332395630923,61.5369758605957,82.35966491699219,1.2961553109779969,68.1404800415039,87.93508911132812,1.395781216773987,65.86000061035156,86.81800079345703,3.207644836227716e+25,9.954107167769452,1.6551451275348231e-06,1.6594182169077625e-13,4.143302533797163e-27,-0.1792,-0.1582,-0.1464,-0.1324,0.0328,31,373.2287647724152,1024.0,0.0001,0.01,12587.0,,6
547,547,547,1.508295761098721,64.93620300292969,84.65274810791016,1.2566643589228512,69.00282287597656,88.37409210205078,1.357460138244629,66.78599548339844,87.35199737548828,5.711317646416899e+25,15.256413673867984,1.967476120904945e-06,1.753870282896339e-13,4.318104418985636e-27,-0.1675,-0.1414,-0.1302,-0.118,0.0044,32,376.5436341762543,1024.0,0.0001,0.01,12587.0,,6
548,548,548,1.4675330516977485,65.73753356933594,85.21676635742188,1.250627964407944,69.02633666992188,88.43681335449219,1.350474349632263,66.82799530029297,87.50599670410156,7.605366608975545e+25,18.738786969866077,2.149564665482847e-06,1.878370939722387e-13,4.571891381252276e-27,-0.1748,-0.1511,-0.1384,-0.1234,0.0352,33,375.4017052650452,1024.0,0.0001,0.01,12587.0,,6
549,549,549,1.4496530638405205,66.14210510253906,85.44043731689453,1.2402727005809928,69.22232055664062,88.55440521240234,1.3356809158706664,67.22599792480469,87.6240005493164,8.91890114722057e+25,20.743923887914537,2.400317939176153e-06,1.970270098718807e-13,4.782759230933223e-27,-0.2005,-0.1681,-0.152,-0.1325,0.0155,34,374.44299483299255,1024.0,0.0001,0.01,12587.0,,6
550,550,550,1.4347913815870978,66.427978515625,85.65157318115234,1.235659196556979,69.2536849975586,88.68767547607422,1.3394433275604247,67.15599822998047,87.62999725341797,9.93948478750542e+25,22.138206014827805,2.5015940069306207e-06,2.0863875446327861e-13,5.02914828396168e-27,-0.2432,-0.2108,-0.1965,-0.1774,0.0442,35,375.6337487697601,1024.0,0.0001,0.01,12587.0,,6
