,Unnamed: 0,train/loss,train/acc1,train/acc5,val/loss,val/acc1,val/acc5,test/loss,test/acc1,test/acc5,pathnorm1,pathnorm2,pathnorm4,pathnorm8,pathnorm16,margin0_train,margin1/3_train,margin1/2_train,margin2/3_train,margin1_train,epoch,epoch time,batch_size,weight_decay,lr,memory,seed,imp_iter
0,0,6.974317063475873,0.1185790672898292,0.5474820733070374,7.010050973406889,0.1873243749141693,0.6166093945503235,7.014959552459716,0.1359999924898147,0.578000009059906,3.246355341564359e+31,334.9128268494898,1.4056130881591155e-06,1.1713513731099932e-13,2.5385198321155253e-27,0.0001459568738937,0.001203503459692,0.0054952427744865,0.0231006890535354,0.4361271858215332,1,34.25962710380554,1024,0.0001,0.02,12491,1,0
1,1,6.84445149694734,0.3910586237907409,1.4809768199920654,6.821821231675305,0.515142023563385,2.0137369632720947,6.818287893371582,0.4839999973773956,1.9539999961853027,1.254319291645011e+31,150.03292410714286,1.4061964738951508e-06,1.1735793307117813e-13,2.5523090985976924e-27,3.808736801147461e-05,0.0007522515952587,0.0007522515952587,0.0015082359313964,0.4325659275054931,2,20.22457957267761,1024,0.0001,0.04,12493,1,0
2,2,6.644716969820262,0.8224846124649048,3.0023210048675537,6.596602939643824,0.9054011702537536,3.0986573696136475,6.576432477722168,0.8359999656677246,3.2699999809265137,3.797032295408945e+30,58.24014967315051,1.4126959178909543e-06,1.1813095669191982e-13,2.5767726093231594e-27,0.0002010986208915,0.0002011768519878,0.0002011768519878,0.0002011768519878,1.6427958011627195,3,18.579248189926147,1024,0.0001,0.06,12493,1,0
3,3,6.381761986500248,1.3295992612838743,4.619537830352783,6.582604028789319,1.0458943843841553,4.011863708496094,6.567362616577149,1.0759999752044678,3.9699997901916495,1.0422234871283728e+30,22.749205297353317,1.4124671739397427e-06,1.1820312006397322e-13,2.583236358976576e-27,0.0004693157970905,0.0033093243837356,0.0033093318343162,0.0122167393565177,1.6585021018981934,4,19.510502099990845,1024,0.0001,0.08,12493,1,0
4,4,6.16818701692782,2.0234129428863525,6.741345882415772,6.527434101634721,1.233218789100647,4.34748649597168,6.4750924630737305,1.350000023841858,4.76200008392334,3.481000650042932e+29,9.59288180604273,1.4125354424833217e-06,1.1834744680808002e-13,2.585440360756988e-27,0.0002764351665973,0.0003882832825183,0.0003882832825183,0.0003882832825183,0.3876457214355469,5,18.75542259216309,1024,0.0001,0.1,12493,1,0
5,5,5.965573441165405,2.770208835601806,8.792511940002441,6.545450522160478,1.5142053365707395,5.18264102935791,6.5236675715637205,1.6799999475479126,5.650000095367432,1.2743908527986952e+29,4.9595676344268185,1.4117561171611708e-06,1.1873041032051013e-13,2.6107834888409358e-27,0.000368095934391,0.000368095934391,0.000368095934391,0.000368095934391,0.4043805599212646,6,20.40999913215637,1024,0.0001,0.1,12493,1,0
6,6,5.767467990149185,3.736502170562744,11.60056495666504,6.220237568620961,2.224477052688598,7.30565071105957,6.170736250305176,2.470000028610229,7.889999866485596,6.807605322427704e+28,3.4687341184032205,1.4118502238919292e-06,1.18739462325164e-13,2.614527399476845e-27,0.0022227019071578,0.0041534975171089,0.0041534975171089,0.0041534975171089,0.4561917781829834,7,19.34060549736023,1024,0.0001,0.1,12493,1,0
7,7,5.581574243666221,4.657382011413574,14.113431930541992,6.411532460247543,2.31813907623291,7.188572883605957,6.3297656558227535,2.7779998779296875,8.472000122070312,4.5439611439866095e+28,2.5446796027981504,1.405011717018278e-06,1.1821073297565434e-13,2.603503919705842e-27,0.0009239241480827,0.0011173598468303,0.0011173598468303,0.0011173598468303,0.2335538864135742,8,18.851560831069943,1024,0.0001,0.1,12493,1,0
8,8,5.444442620105611,5.6539506912231445,16.227670669555664,5.880794455920984,4.004058361053467,11.59069538116455,5.745267103118897,4.383999824523926,12.961999893188477,3.036866521353536e+28,2.0437285754145407,1.401812974776944e-06,1.181715479021098e-13,2.6130461648344722e-27,0.0004456788301467,0.0009016208350658,0.0009016208350658,0.0009016208350658,0.019413024187088,9,19.56554198265076,1024,0.0001,0.1,12493,1,0
9,9,5.303213496635992,6.602583408355713,18.500856399536133,5.774629449978345,4.495785236358643,13.03465461730957,5.643076583709717,5.196000099182129,14.793999671936035,2.447284260570392e+28,1.8346338077467315,1.3927286988008944e-06,1.176459494037242e-13,2.6132413598927905e-27,0.0034489259123802,0.0034489259123802,0.0034489259123802,0.0034489259123802,0.0035456046462059,10,19.581378936767575,1024,0.0001,0.1,12493,1,0
