,Unnamed: 0,train/loss,train/acc1,train/acc5,val/loss,val/acc1,val/acc5,test/loss,test/acc1,test/acc5,pathnorm1,pathnorm2,pathnorm4,pathnorm8,pathnorm16,margin0_train,margin1/3_train,margin1/2_train,margin2/3_train,margin1_train,epoch,epoch time,batch_size,weight_decay,lr,memory,seed,imp_iter
0,0,6.781098373827496,0.5373885631561279,1.9852471351623533,6.456391179409021,1.3502964973449707,4.230408668518066,6.430566802978516,1.2559999227523804,4.6579999923706055,5.439286090269152e+30,86.32689931441327,1.4079674029792264e-06,1.1755580286223087e-13,2.5589417638731277e-27,4.302710294723511e-05,0.0007154680788516,0.0007154680788516,0.0007154680788516,0.4631394147872925,1,104.66282629966736,1024,0.0001,0.02,12491,1,0
1,1,6.004527285160617,2.6267073154449463,8.670751571655273,5.860208237725722,3.2469558715820312,10.778956413269045,5.750824833068847,3.783999919891357,11.83199977874756,5.437555664074101e+29,14.372498804209183,1.4080806350348095e-06,1.183837427102362e-13,2.6020068182340063e-27,0.0001963376998901,0.0025992766022682,0.0025992766022682,0.0025992766022682,0.3589866161346435,2,98.35343503952026,1024,0.0001,0.04,12491,1,0
2,2,5.426947830061629,5.794272422790527,16.7498722076416,5.9711807572837925,4.300655364990234,13.417108535766602,5.862531058197021,5.101999759674072,14.51200008392334,1.2309294028995711e+29,5.543491908482143,1.3889358049121999e-06,1.1722562440121138e-13,2.5967140736510175e-27,0.0022573284804821,0.0022582150995731,0.0022582150995731,0.0022582150995731,0.0024945698678493,3,98.92722654342651,1024,0.0001,0.06,12491,1,0
3,3,4.976571732189894,9.591313362121582,24.5738582611084,5.165888419346328,8.211051940917969,21.979393005371094,4.971375033111572,9.639999389648438,24.283998489379883,3.0430913087329304e+28,2.6279820033482144,1.3686537145803278e-06,1.1604715006715765e-13,2.5854701110622344e-27,0.0002943649888038,0.0007983073592185,0.0007983073592185,0.0007983073592185,0.0008052885532379,4,98.13461422920228,1024,0.0001,0.08,12491,1,0
4,4,4.606742204567049,13.390877723693848,31.24737930297852,4.850898890654594,11.80924129486084,27.83328056335449,4.637758260040283,13.461999893188477,31.67999839782715,7.518822639242581e+27,1.1880695576570472,1.333249698543556e-06,1.1366182600096625e-13,2.555399328915532e-27,0.0007150396704673,0.0007167980074882,0.0007167980074882,0.0007167980074882,0.0007176138460636,5,97.96531057357788,1024,0.0001,0.1,12491,1,0
5,5,4.283455064301843,17.158905029296875,37.25357818603516,4.558699633306241,13.908835411071776,32.508583068847656,4.292565510253906,16.073999404907227,36.74599838256836,3.4213787189672827e+27,0.6915304222885443,1.3126512170765082e-06,1.1302815271886002e-13,2.5650698309156728e-27,0.0015187412500381,0.0015254579484462,0.0015254579484462,0.0015254616737365,0.0015583783388137,6,98.65774703025818,1024,0.0001,0.1,12493,1,0
6,6,4.001217214655967,20.872690200805664,42.71608352661133,4.523777347633774,15.922572135925291,34.639400482177734,4.285229417572022,17.757999420166016,38.69599914550781,2.3157195435647104e+27,0.41011035685636565,1.2989830693738264e-06,1.1305048612354643e-13,2.6010007620782205e-27,0.0012704655528068,0.0012704655528068,0.0012704655528068,0.0012704655528068,0.0012806206941604,7,97.94143438339232,1024,0.0001,0.1,12493,1,0
7,7,3.787001368990376,23.92609024047852,46.67364883422852,4.672474015998423,15.056197166442873,33.67155838012695,4.468859180603028,16.937999725341797,37.447998046875,1.6302828059714406e+27,0.22813520626145967,1.2924855252447271e-06,1.137630348830986e-13,2.643517419145705e-27,0.0016568228602409,0.0016569346189498,0.0016569346189498,0.0016569383442401,0.0016575120389461,8,98.63841032981873,1024,0.0001,0.1,12493,1,0
8,8,3.610788934306874,26.438949584960938,50.0572395324707,4.228626218468853,19.895410537719727,40.86793518066406,3.9168982862091055,22.95800018310547,45.9379997253418,1.2842649787428056e+27,0.1759448343393754,1.2798498917670034e-06,1.136753710516196e-13,2.690456624367683e-27,0.004726156592369,0.0047262497246265,0.0047262497246265,0.0047262497246265,0.0047263167798519,9,100.27952766418456,1024,0.0001,0.1,12493,1,0
9,9,3.46046200750532,28.79380989074707,52.74796676635742,3.892753429350316,22.86137962341309,45.64470672607422,3.5431000498199463,26.52400016784668,51.34000015258789,1.1079116704279246e+27,0.1279161025066765,1.2729277907583583e-06,1.1378479704477278e-13,2.668310662420992e-27,0.0001517198979854,0.0001517198979854,0.0001517198979854,0.0001517198979854,0.0001517198979854,10,100.35646653175354,1024,0.0001,0.1,12493,1,0
10,10,3.3445059627661937,30.485763549804688,54.9107666015625,3.880060434639175,23.766780853271484,46.394004821777344,3.546192386474609,27.12800025939941,51.87199783325195,9.69806136423378e+26,0.08256372140378368,1.2638350287110286e-06,1.1356248464406582e-13,2.6739751205400977e-27,0.0047387853264808,0.0047403052449226,0.0047403052449226,0.0047403089702129,0.0047404244542121,11,99.27128171920776,1024,0.0001,0.1,12493,1,0
11,11,3.2384109932855343,32.190330505371094,56.98652648925781,3.627511162256175,26.10833549499512,50.234153747558594,3.2857089359283447,30.20800018310547,56.33599853515625,8.664640819215476e+26,0.06229795241842465,1.2604693515152666e-06,1.1426225733394254e-13,2.7177983118463617e-27,0.0043683424592018,0.004368495196104,0.0043685026466846,0.0043685063719749,0.0043685548007488,12,98.35909748077393,1024,0.0001,0.1,12493,1,0
12,12,3.148822034202579,33.622737884521484,58.458038330078125,3.6532999762809912,26.646892547607425,49.88291931152344,3.277706777114868,30.46999931335449,56.36800003051758,8.508126836577917e+26,0.06092896753427934,1.2630893943584359e-06,1.1583228579649365e-13,2.7769734870576517e-27,0.0017523802816867,0.0017524361610412,0.0017524808645248,0.0017525739967823,0.0017624646425247,13,99.01006889343262,1024,0.0001,0.1,12493,1,0
13,13,3.065904426046273,35.04631423950195,60.0263671875,3.433691674234568,29.870433807373047,53.684043884277344,3.077634666976929,33.52399826049805,60.15399932861328,8.136048629913566e+26,0.05526677929625219,1.2509608986330108e-06,1.1516041613067155e-13,2.7477322425889276e-27,0.0021201781928539,0.0021201781928539,0.0021201781928539,0.0021201781928539,0.0021201781928539,14,99.28774929046632,1024,0.0001,0.1,12493,1,0
